"","client_nr","yearmonth","total_nr_trx","nr_debit_trx","volume_debit_trx","nr_credit_trx","volume_credit_trx","min_balance","max_balance","CRG"
"21570",691,"201607",110,52,7229629,58,7351748,-5976211,-3924824,"3"
"21571",691,"201608",93,40,3845645,53,4763055,-5522369,-4077955,"3"
"21572",692,"201401",4,2,2197,2,791242,3770020,161301701,"NULL"
"21573",692,"201402",1,1,1026,0,0,4114921,4114921,"NULL"
"21574",692,"201403",1,1,1009,0,0,4113912,4113912,"NULL"
"21575",692,"201404",4,2,2263,2,644170,4112658,161658464,"NULL"
"21576",692,"201405",1,1,1026,0,0,4398030,4398030,"NULL"
"21577",692,"201406",1,1,1009,0,0,4397021,4397021,"NULL"
"21578",692,"201407",4,2,2263,2,652126,4395767,162019989,"NULL"
"21579",692,"201408",1,1,1026,0,0,4684333,4684333,"NULL"
"21580",692,"201409",1,1,1009,0,0,4683324,4683324,"NULL"
"21581",692,"201410",4,2,2263,2,593143,4682070,162345876,"NULL"
"21582",692,"201411",1,1,1026,0,0,4947291,4947291,"NULL"
"21583",692,"201412",1,1,1009,0,0,4946282,4946282,"NULL"
"21584",692,"201501",4,2,2263,2,492886,4945028,162611447,"NULL"
"21585",692,"201502",1,1,1076,0,0,5170258,5170258,"NULL"
"21586",692,"201503",1,1,1059,0,0,5169199,5169199,"NULL"
"21587",692,"201504",4,2,2313,2,416276,5167945,162831573,"NULL"
"21588",692,"201505",1,1,1076,0,0,5361960,5361960,"NULL"
"21589",692,"201506",2,2,1007,0,0,5360953,5361643,"NULL"
"21590",692,"201507",4,2,1944,2,366145,5359699,163025638,"NULL"
"21591",692,"201508",1,1,690,0,0,5530399,5530399,"NULL"
"21592",692,"201509",1,1,690,0,0,5529709,5529709,"NULL"
"21593",692,"201510",4,2,1944,2,316191,5528455,163194664,"NULL"
"21594",692,"201511",1,1,690,0,0,5674240,5674240,"NULL"
"21595",692,"201512",1,1,690,0,0,5673550,5673550,"NULL"
"21596",692,"201601",4,2,1944,2,269235,5672296,163343272,"NULL"
"21597",692,"201602",1,1,690,0,0,5791543,5791543,"NULL"
"21598",692,"201603",1,1,690,0,0,5790853,5790853,"NULL"
"21599",692,"201604",3,1,1254,2,138503,5789599,163424968,"NULL"
"21600",692,"201605",2,2,1380,0,0,5845026,5845716,"NULL"
"21601",692,"201606",1,1,690,0,0,5844336,5844336,"NULL"
"21602",692,"201607",4,2,3443,2,42365,5843082,163458383,"NULL"
"21603",692,"201608",1,1,690,0,0,5849153,5849153,"NULL"
"21604",693,"201401",182,126,5166944,56,5178442,-6156500,-4942246,"4"
"21605",693,"201402",154,112,4901271,42,4019583,-6944894,-5596892,"4"
"21606",693,"201403",199,154,4843101,45,4854884,-6962812,-6005514,"4"
"21607",693,"201404",190,130,3919614,60,4619840,-6836056,-5770781,"4"
"21608",693,"201405",212,160,4163451,52,4068565,-6352882,-5547871,"4"
"21609",693,"201406",220,168,5903470,52,6780585,-6298192,-3349113,"4"
"21610",693,"201407",163,123,4410966,40,3481812,-6103509,-5146576,"4"
"21611",693,"201408",152,113,2716613,39,2958559,-6131775,-5533550,"4"
"21612",693,"201409",230,172,5012070,58,4915242,-6381075,-5162069,"4"
"21613",693,"201410",172,123,6041946,49,5881033,-6240876,-4670711,"4"
"21614",693,"201411",168,119,4976446,49,4956868,-6276848,-4484402,"4"
"21615",693,"201412",169,119,6666681,50,6916471,-6257885,-3761498,"4"
"21616",693,"201501",134,95,3665645,39,3686350,-6311419,-5545793,"4"
"21617",693,"201502",140,101,3446823,39,3068070,-6360420,-5494685,"4"
"21618",693,"201503",158,112,4094700,46,4231763,-6383631,-5649397,"4"
"21619",693,"201504",136,93,3972361,43,4039586,-6388480,-5435469,"4"
"21620",693,"201505",163,119,3339164,44,3297174,-6264489,-5595423,"4"
"21621",693,"201506",180,130,5741312,50,5565489,-6269719,-4435194,"4"
"21622",693,"201507",133,91,2514194,42,2843781,-6417175,-5926295,"4"
"21623",693,"201508",121,87,3349020,34,3050128,-6320150,-5551518,"4"
"21624",693,"201509",144,101,4424389,43,4977815,-6353284,-4796820,"4"
"21625",693,"201510",160,111,4048187,49,3713062,-6233271,-5154459,"4"
"21626",693,"201511",146,110,2981404,36,2835549,-6287148,-5505203,"4"
"21627",693,"201512",180,137,6339616,43,6863282,-6294262,-3257602,"4"
"21628",693,"201601",136,104,2950608,32,2410174,-6323381,-5371341,"4"
"21629",693,"201602",127,93,2687759,34,2654429,-6355105,-5843260,"4"
"21630",693,"201603",174,128,4007604,46,4401657,-6310379,-5239859,"4"
"21631",693,"201604",110,78,2882103,32,2618909,-6087632,-5525676,"4"
"21632",693,"201605",138,97,2552582,41,2620671,-6347302,-5688349,"4"
"21633",693,"201606",171,131,5989769,40,5810809,-6254238,-3263569,"4"
"21634",693,"201607",102,68,1767139,34,1979725,-6312535,-5845011,"4"
"21635",693,"201608",142,108,2588973,34,2374266,-6262222,-5777869,"4"
"21636",694,"201401",57,32,1344646,25,1111666,5250481,6036243,"NULL"
"21637",694,"201402",46,24,562062,22,1348610,5256779,6188787,"NULL"
"21638",694,"201403",71,45,1060033,26,1521326,5950441,6623858,"NULL"
"21639",694,"201404",52,31,645045,21,1017893,6594876,7175049,"NULL"
"21640",694,"201405",50,27,758140,23,1548800,-500,7836140,"NULL"
"21641",694,"201406",69,46,1454415,23,1245255,-1140,7649435,"NULL"
"21642",694,"201407",59,35,2606838,24,1562875,-1780,8231654,"NULL"
"21643",694,"201408",50,27,774265,23,1059065,-640,6946676,"NULL"
"21644",694,"201409",53,27,3454262,26,2933406,-1312,6791982,"NULL"
"21645",694,"201410",61,34,1066719,27,1631460,477,7159626,"NULL"
"21646",694,"201411",56,36,666352,20,988780,-695,7303615,"NULL"
"21647",694,"201412",57,34,963597,23,1741705,-1844,7942299,"NULL"
"21648",694,"201501",54,33,1208201,21,1107580,-2993,8087728,"NULL"
"21649",694,"201502",56,35,2537942,21,1501770,-4192,8696473,"NULL"
"21650",694,"201503",58,36,797516,22,1184010,-5391,7240202,"NULL"
"21651",694,"201504",66,43,1449600,23,1708320,-6676,8206127,"NULL"
"21652",694,"201505",58,33,872029,25,1109134,-1207,7823621,"NULL"
"21653",694,"201506",56,33,834766,23,1538865,-2429,8640478,"NULL"
"21654",694,"201507",64,39,1391204,25,1559665,-3707,9069364,"NULL"
"21655",694,"201508",60,37,1608177,23,1406545,-4914,9190215,"NULL"
"21656",694,"201509",93,69,3329081,24,2330610,-3526,8878739,"NULL"
"21657",694,"201510",84,59,2255313,25,1397640,-4286,7360950,"NULL"
"21658",694,"201511",61,40,840523,21,1161166,-4993,6960065,"NULL"
"21659",694,"201512",51,29,845740,22,1338252,-5692,7416625,"NULL"
"21660",694,"201601",52,32,1507954,20,1061576,-6513,7314932,"NULL"
"21661",694,"201602",66,37,2697555,29,1791259,-7220,7981914,"NULL"
"21662",694,"201603",56,34,1152470,22,1417215,-7919,6401223,"NULL"
"21663",694,"201604",58,35,2537222,23,1506925,-8103,6749017,"NULL"
"21664",694,"201605",65,42,1901630,23,1420485,4701582,5256207,"NULL"
"21665",694,"201606",54,32,3248495,22,1301945,2687262,5458361,"NULL"
"21666",694,"201607",50,27,1365849,23,1857405,2486977,3618501,"NULL"
"21667",694,"201608",63,38,1298696,25,1190616,3063710,3689383,"NULL"
"21668",695,"201401",60,29,4487394,31,4527759,-4871774,-3416995,"7"
"21669",695,"201402",61,31,4480505,30,3873437,-5284278,-3524761,"7"
"21670",695,"201403",65,32,4239216,33,5223115,-4461613,-2968605,"7"
"21671",695,"201404",64,33,5258368,31,4288807,-4476518,-3147216,"7"
"21672",695,"201405",58,29,5423192,29,5184944,-4531759,-2305057,"7"
"21673",695,"201406",65,36,3684050,29,4296288,-4420602,-3142308,"7"
"21674",695,"201407",64,32,5236964,32,4192615,-4498834,-3205769,"7"
"21675",695,"201408",59,30,2821375,29,3299487,-4649304,-2706922,"7"
"21676",695,"201409",57,26,4367465,31,5387102,-4394000,-2952222,"7"
"21677",695,"201410",69,36,7100280,33,5918041,-4383311,-2745613,"7"
"21678",695,"201411",54,22,3246858,32,3393646,-4403381,-2837772,"7"
"21679",695,"201412",67,34,4437375,33,5126704,-4468089,-3089412,"7"
"21680",695,"201501",60,31,5364281,29,4512109,-4558907,-2386172,"7"
"21681",695,"201502",49,19,3548401,30,3800317,-4416800,-3379835,"7"
"21682",695,"201503",59,27,3653257,32,4190024,-4471121,-3126600,"7"
"21683",695,"201504",64,32,4768134,32,4986223,-4481021,-3172724,"7"
"21684",695,"201505",50,22,4492114,28,3647658,-4627040,-3290964,"7"
"21685",695,"201506",58,25,4159735,33,4490501,-4491178,-3068015,"7"
"21686",695,"201507",63,32,5223164,31,4409646,-4499932,-2755077,"7"
"21687",695,"201508",53,21,1687439,32,2892733,-4630716,-3206536,"7"
"21688",695,"201509",56,24,5477706,32,6034906,-4308085,-2351684,"7"
"21689",695,"201510",64,31,6501044,33,5324497,-4406902,-2746647,"7"
"21690",695,"201511",55,26,3660068,29,3981905,-4158770,-3120735,"7"
"21691",695,"201512",53,23,4632487,30,4427576,-4421856,-2767793,"7"
"21692",695,"201601",52,23,3038177,29,4134778,-4170594,-1866267,"7"
"21693",695,"201602",58,28,4262292,30,3782664,-3180086,-1878918,"7"
"21694",695,"201603",51,21,4486960,30,4111812,-3901810,-2669243,"7"
"21695",695,"201604",54,25,4562135,29,4558063,-3780234,-2255151,"7"
"21696",695,"201605",57,29,4090215,28,4748863,-3844399,-2712805,"7"
"21697",695,"201606",56,24,5312184,32,4477565,-4274881,-2763395,"7"
"21698",695,"201607",64,30,4130977,34,4066294,-3988944,-2541553,"7"
"21699",695,"201608",58,25,2170194,33,2383987,-4122121,-3202420,"7"
"21700",696,"201401",57,27,2943978,30,1566761,-3163766,-1655152,"7"
"21701",696,"201402",72,37,2360205,35,2606612,-3306737,-2608069,"7"
"21702",696,"201403",65,34,1686678,31,2616215,-2906227,-1807762,"7"
"21703",696,"201404",68,32,3201297,36,2900766,-3185172,-1904652,"7"
"21704",696,"201405",69,38,3571952,31,3037607,-3187064,-2270543,"7"
"21705",696,"201406",59,29,2332437,30,2654033,-3026263,-2172156,"7"
"21706",696,"201407",63,31,3043526,32,2444615,-3169527,-2184479,"7"
"21707",696,"201408",64,34,3333056,30,3171536,-3117573,-2168265,"7"
"21708",696,"201409",69,35,2371788,34,3078740,-3254230,-2410621,"7"
"21709",696,"201410",69,34,3864280,35,3581568,-3199673,-1918710,"7"
"21710",696,"201411",62,31,2714031,31,2303203,-3190962,-2479735,"7"
"21711",696,"201412",59,26,3084479,33,3768356,-3234083,-2269158,"7"
"21712",696,"201501",71,39,3492871,32,2738183,-3198722,-2276375,"7"
"21713",696,"201502",58,29,1625321,29,1802435,-3317457,-2683271,"7"
"21714",696,"201503",61,31,2008511,30,2150232,-3199372,-2640467,"7"
"21715",696,"201504",59,29,2966847,30,3080455,-3184025,-2384296,"7"
"21716",696,"201505",65,36,2919799,29,2477964,-3197323,-2531163,"7"
"21717",696,"201506",67,28,2705302,39,3271555,-3324802,-2105914,"7"
"21718",696,"201507",78,42,4259116,36,3921360,-3190924,-2103160,"7"
"21719",696,"201508",66,32,1915402,34,2258894,-3172087,-2255600,"7"
"21720",696,"201509",67,33,2794803,34,3122739,-3196352,-2287868,"7"
"21721",696,"201510",67,35,2948771,32,2743645,-3173280,-1989772,"7"
"21722",696,"201511",65,32,2615576,33,2174064,-3198602,-2271887,"7"
"21723",696,"201512",70,39,2919998,31,2976130,-3130361,-2086804,"7"
"21724",696,"201601",63,35,2256649,28,2110743,-3187478,-2046204,"7"
"21725",696,"201602",64,31,2118107,33,2337663,-3198073,-2264717,"7"
"21726",696,"201603",58,30,1727710,28,1813104,-3192685,-2613652,"7"
"21727",696,"201604",70,38,2659769,32,2475438,-3189931,-2215247,"7"
"21728",696,"201605",60,32,2544948,28,2781631,-3141881,-2359376,"7"
"21729",696,"201606",60,29,2761645,31,2469269,-3199985,-2453712,"7"
"21730",696,"201607",59,27,1892888,32,1838561,-3179680,-2714520,"7"
"21731",696,"201608",75,39,2571361,36,2556184,-3235924,-2526190,"7"
"21732",697,"201401",142,92,36682903,50,52330891,-18767240,16232760,"7"
"21733",697,"201402",176,118,6667109,58,6522669,711200,5964270,"7"
"21734",697,"201403",164,105,6741010,59,6482339,611200,6736333,"7"
"21735",697,"201404",135,91,5492080,44,5049017,396004,5665410,"7"
"21736",697,"201405",162,101,5721647,61,6273027,483353,6616260,"7"
"21737",697,"201406",84,46,3475672,38,4480595,483039,6785341,"7"
"21738",697,"201407",164,106,8327402,58,7145839,-427256,6387049,"7"
"21739",697,"201408",123,76,4627099,47,4080459,357053,5805132,"7"
"21740",697,"201409",151,98,7012886,53,7614000,366161,5994349,"7"
"21741",697,"201410",179,110,8561434,69,8739089,-271264,6709791,"7"
"21742",697,"201411",145,93,5330870,52,5150899,523713,6163568,"7"
"21743",697,"201412",167,117,8331544,50,7968319,386995,6165546,"7"
"21744",697,"201501",91,78,6314493,13,2681334,-441213,4570935,"7"
"21745",697,"201502",35,24,2197480,11,1110687,114698,1051393,"7"
"21746",697,"201503",36,32,1060259,4,759050,62739,756133,"7"
"21747",697,"201504",41,30,1437185,11,1121025,-77554,793352,"7"
"21748",697,"201505",105,92,2833416,13,2308011,20862,757061,"7"
"21749",697,"201506",52,46,709284,6,745850,17209,545972,"7"
"21750",697,"201507",38,31,1148749,7,1093331,-747754,303342,"7"
"21751",697,"201508",48,43,280979,5,155711,5188,104330,"7"
"21752",697,"201509",26,20,662962,6,821350,-23,534032,"7"
"21753",697,"201510",29,25,1064253,4,1062801,-686106,366594,"7"
"21754",697,"201511",19,15,295255,4,117000,161,105616,"7"
"21755",697,"201512",64,52,1230070,12,1951200,161,582143,"7"
"21756",697,"201601",15,11,1301358,4,374926,-439349,405343,"7"
"21757",697,"201602",30,20,997930,10,1185350,-394,484104,"7"
"21758",697,"201603",41,29,1462028,12,1517266,-16,535103,"7"
"21759",697,"201604",20,16,1018494,4,1027426,-822007,201245,"7"
"21760",697,"201605",38,27,1194373,11,1385350,-783,591104,"7"
"21761",697,"201606",36,26,784658,10,1407700,1938,723560,"7"
"21762",697,"201607",43,34,1826659,9,926350,-76098,533815,"7"
"21763",697,"201608",32,26,548915,6,732850,402,526705,"7"
"21764",698,"201401",58,24,3946853,34,3571051,-5031167,-2337544,"7"
"21765",698,"201402",57,29,2019091,28,1838684,-4974598,-4330157,"7"
"21766",698,"201403",61,29,1791569,32,2156687,-5115416,-4223902,"7"
"21767",698,"201404",52,23,2729134,29,2160754,-4934529,-3877477,"7"
"21768",698,"201405",46,17,2277914,29,2231276,-4931948,-3858387,"7"
"21769",698,"201406",56,26,1712899,30,2395332,-5203077,-3875204,"7"
"21770",698,"201407",60,28,2526785,32,2165012,-4862524,-4024032,"7"
"21771",698,"201408",61,31,1879343,30,1892113,-4605684,-3560430,"7"
"21772",698,"201409",50,19,1437544,31,1949920,-4603796,-3469564,"7"
"21773",698,"201410",75,38,2883899,37,2539129,-4500917,-3235475,"7"
"21774",698,"201411",42,17,1053949,25,1519758,-4352333,-3519949,"7"
"21775",698,"201412",58,27,1656827,31,2425585,-4106285,-2814806,"7"
"21776",698,"201501",61,31,2785794,30,2504851,-3546064,-1813082,"7"
"21777",698,"201502",51,23,1680320,28,1719726,-3395473,-2794355,"7"
"21778",698,"201503",44,22,1213402,22,1284151,-3367076,-2584129,"7"
"21779",698,"201504",6,3,74299,3,6429549,-3063683,3365866,"7"
"21780",698,"201505",7,4,8340139,3,4722769,-254942,8059858,"7"
"21781",698,"201506",4,1,30,3,254942,-207594,0,"7"
"21782",698,"201507",1,0,0,1,125,95,95,"7"
"21783",698,"201508",3,0,0,3,44839,6701,44934,"7"
"21784",698,"201509",1,0,0,1,26600,71534,71534,"7"
"21785",698,"201604",1,0,0,1,70600,142134,142134,"7"
"21786",699,"201401",118,63,10465724,55,10359793,-20654396,13894367,"4"
"21787",699,"201402",112,55,13181929,57,14056269,-20160251,21314382,"4"
"21788",699,"201403",125,49,16454211,76,23215495,-20082762,16849528,"4"
"21789",699,"201404",133,67,42831158,66,35518969,-22115729,13416538,"4"
"21790",699,"201405",107,56,11096838,51,10634962,-16387803,347070,"4"
"21791",699,"201406",99,37,14675283,62,16455622,-14837734,616242,"4"
"21792",699,"201407",129,78,15199518,51,11773540,-16948346,640259,"4"
"21793",699,"201408",81,45,8988425,36,8971700,-17038447,539111,"4"
"21794",699,"201409",119,57,14448156,62,18883601,-16910654,2295401,"4"
"21795",699,"201410",121,70,16419169,51,12591666,-16712510,1944198,"4"
"21796",699,"201411",80,43,8115620,37,8336364,-16710790,712486,"4"
"21797",699,"201412",108,54,13505649,54,15323077,-16659823,2363730,"4"
"21798",699,"201501",102,54,10672030,48,9861407,-16476840,1363730,"4"
"21799",699,"201502",96,50,9235328,46,10617700,-16632613,906010,"4"
"21800",699,"201503",112,51,17118544,61,16383550,-16495103,2596822,"4"
"21801",699,"201504",128,72,17335967,56,15823135,-16560716,1170618,"4"
"21802",699,"201505",103,52,11745939,51,13986390,-16623830,803502,"4"
"21803",699,"201506",109,41,11371350,68,13431450,-16456915,625859,"4"
"21804",699,"201507",105,63,14046758,42,11284700,-17289870,676616,"4"
"21805",699,"201508",72,34,8444147,38,7271753,-16966109,555212,"4"
"21806",699,"201509",104,49,7273151,55,10906234,-16630362,746001,"4"
"21807",699,"201510",102,64,13681832,38,8879701,-16930149,170729,"4"
"21808",699,"201511",93,46,10531463,47,12645610,-16600527,618750,"4"
"21809",699,"201512",113,61,14151709,52,13948840,-16750886,809501,"4"
"21810",699,"201601",73,36,9940315,37,8783783,-15554504,82031,"4"
"21811",699,"201602",129,70,11079982,59,14427643,-16695503,614603,"4"
"21812",699,"201603",110,58,15808340,52,13801725,-17190226,1680592,"4"
"21813",699,"201604",97,50,13032271,47,12207459,-16217486,794341,"4"
"21814",699,"201605",106,52,11421735,54,13164600,-16309479,658116,"4"
"21815",699,"201606",105,54,17617269,51,17157400,-16101434,1641865,"4"
"21816",699,"201607",85,44,9415391,41,8699500,-16097376,569693,"4"
"21817",699,"201608",87,46,7034287,41,7511893,-15846809,621107,"4"
"21818",700,"201401",114,73,11081937,41,10400813,-903528,6000000,"3"
"21819",700,"201402",93,61,8317904,32,6039870,-1055908,3660000,"3"
"21820",700,"201403",91,56,3607314,35,4927760,40383,2510000,"3"
"21821",700,"201404",102,62,12535884,40,14008372,28126,4183460,"3"
"21822",700,"201405",127,74,36119114,53,40692748,-1755598,18433031,"3"
"21823",700,"201406",140,86,25812550,54,20227206,-9814042,8500000,"3"
"21824",700,"201407",164,104,10380030,60,10041514,-138894,4000000,"3"
"21825",700,"201408",148,95,13382878,53,10760944,-868348,5681920,"3"
"21826",700,"201409",137,81,8834239,56,9383723,-777455,4092679,"3"
"21827",700,"201410",165,112,10084674,53,9299107,-525686,3467161,"3"
"21828",700,"201411",138,84,8619306,54,10206720,-1608045,2175399,"3"
"21829",700,"201412",192,120,18666834,72,22784338,-531078,7800000,"3"
"21830",700,"201501",150,93,10626701,57,9191014,-187352,7503450,"3"
"21831",700,"201502",121,72,7687267,49,6437507,-612593,5500000,"3"
"21832",700,"201503",191,126,28135208,65,27794520,-938928,5741066,"3"
"21833",700,"201504",161,99,13142287,62,14171523,-324746,6000000,"3"
"21834",700,"201505",128,78,13372777,50,10948978,-442117,5000000,"3"
"21835",700,"201506",175,108,16475174,67,17633858,-738242,4500000,"3"
"21836",700,"201507",191,122,21643290,69,20464341,-543077,4004993,"3"
"21837",700,"201508",137,77,11833740,60,14595189,-950460,5254993,"3"
"21838",700,"201509",166,109,10216064,57,8905806,-146944,4154993,"3"
"21839",700,"201510",135,79,6895927,56,7782736,-133978,4058327,"3"
"21840",700,"201511",157,106,8832689,51,9584465,-219119,6058327,"3"
"21841",700,"201512",186,121,18306472,65,23171137,-731719,11058327,"3"
"21842",700,"201601",149,93,13550141,56,10928617,-432716,10000000,"3"
"21843",700,"201602",136,73,13579057,63,14171140,-152688,8000000,"3"
"21844",700,"201603",207,145,15468751,62,14453969,-524696,9000000,"3"
"21845",700,"201604",124,77,7708200,47,7768324,-517145,8505210,"3"
"21846",700,"201605",163,106,14525301,57,11650744,-534432,7305210,"3"
"21847",700,"201606",170,104,52766070,66,52377640,-353342,14283673,"3"
"21848",700,"201607",189,129,47661193,60,41894288,-2030886,14163044,"3"
"21849",700,"201608",226,139,29190979,87,36090110,-2231127,9000000,"3"
"21850",701,"201401",72,44,1919304,28,1996528,-5114852,1303327,"2"
"21851",701,"201402",68,49,2582582,19,2583759,-4960372,17010,"2"
"21852",701,"201403",65,47,1748497,18,2757239,-4761982,16001,"2"
"21853",701,"201404",79,60,3134288,19,4088872,-4463312,1306210,"2"
"21854",701,"201405",61,40,7237554,21,5956753,-4867502,1234491,"2"
"21855",701,"201406",67,47,2599314,20,2792478,-4989711,822897,"2"
"21856",701,"201407",57,44,1642655,13,1159560,-4992725,1309131,"2"
"21857",701,"201408",37,30,1610004,7,1570104,-4997017,799351,"2"
"21858",701,"201409",66,48,2235977,18,2180757,-4998838,798342,"2"
"21859",701,"201410",69,49,2817335,20,2215108,-4995836,1311764,"2"
"21860",701,"201411",51,29,1495603,22,1867485,-4994755,337594,"2"
"21861",701,"201412",98,75,2939284,23,4285559,-4992086,335529,"2"
"21862",701,"201501",71,50,1890557,21,1440906,-4005595,1313910,"2"
"21863",701,"201502",89,68,1568568,21,1729930,-4119726,258149,"2"
"21864",701,"201503",70,50,2452748,20,3500573,-3864305,257090,"2"
"21865",701,"201504",61,47,1508785,14,691252,-3859233,1315689,"2"
"21866",701,"201505",64,44,1789622,20,2179541,-3865792,253710,"2"
"21867",701,"201506",79,70,2302170,9,1493395,-4652669,247710,"2"
"21868",701,"201507",73,49,2706883,24,2090620,-4783774,1317383,"2"
"21869",701,"201508",51,41,1428242,10,1043410,-4993717,220323,"2"
"21870",701,"201509",54,39,921323,15,888025,-4951006,218179,"2"
"21871",701,"201510",65,47,1383939,18,1314695,-5036190,1318877,"2"
"21872",701,"201511",64,50,1521260,14,1614619,-4947309,214799,"2"
"21873",701,"201512",64,47,1083442,17,1234215,-4999703,213740,"2"
"21874",701,"201601",67,54,1559318,13,1348245,-5057939,1320207,"2"
"21875",701,"201602",71,59,1471759,12,1353544,-4969203,136326,"2"
"21876",701,"201603",84,63,2049059,21,2072913,-4954502,135267,"2"
"21877",701,"201604",72,56,1694166,16,11356093,-4936655,5395284,"2"
"21878",701,"201605",57,43,7849469,14,1532751,-3638220,4739909,"2"
"21879",701,"201606",64,45,2009677,19,2003525,-3645085,130828,"2"
"21880",701,"201607",68,46,1469606,22,1701482,-3778131,1321355,"2"
"21881",701,"201608",59,46,2623449,13,2192500,-3785272,103429,"2"
"21882",702,"201401",221,89,14852955,132,13178475,-11218601,366246,"7"
"21883",702,"201402",191,96,15617822,95,10061470,-15505274,455671,"7"
"21884",702,"201403",263,117,25093729,146,21706843,-21388308,204897,"7"
"21885",702,"201404",298,145,29133765,153,27794370,-23897417,112967,"7"
"21886",702,"201405",283,125,29170795,158,28619744,-22304507,379724,"7"
"21887",702,"201406",265,126,20776995,139,28694198,-22425064,132297,"7"
"21888",702,"201407",272,119,26914930,153,31369566,-14994718,222471,"7"
"21889",702,"201408",216,113,26895227,103,16183162,-20660708,368271,"7"
"21890",702,"201409",272,116,17386075,156,21659699,-18499517,605085,"7"
"21891",702,"201410",309,152,22664364,157,22594254,-17235859,635129,"7"
"21892",702,"201411",258,124,16838984,134,23731891,-15257029,292741,"7"
"21893",702,"201412",289,139,24416350,150,24139334,-10639938,453413,"7"
"21894",702,"201501",212,93,16740008,119,13405983,-12468663,381393,"7"
"21895",702,"201502",216,97,16189842,119,12528834,-15517929,414213,"7"
"21896",702,"201503",263,109,25323479,154,19802035,-22347013,392836,"7"
"21897",702,"201504",239,83,22330061,156,28155446,-22702539,343561,"7"
"21898",702,"201505",239,88,29885704,151,23077909,-22073705,265912,"7"
"21899",702,"201506",250,80,24984457,170,30994925,-21045031,294908,"7"
"21900",702,"201507",219,82,27010056,137,19268465,-23824816,407916,"7"
"21901",702,"201508",228,80,12395365,148,23919469,-23552660,157141,"7"
"21902",702,"201509",200,84,20511676,116,13254192,-19518158,316975,"7"
"21903",702,"201510",201,86,14400080,115,15812370,-19273190,108093,"7"
"21904",702,"201511",224,87,18170078,137,17889538,-18566214,141494,"7"
"21905",702,"201512",236,100,21812687,136,15237647,-24841866,96618,"7"
"21906",702,"201601",208,83,15039274,125,14961956,-25010834,219518,"7"
"21907",702,"201602",221,81,16317383,140,17054380,-25691135,105075,"7"
"21908",702,"201603",261,88,16870668,173,20122174,-24973445,154437,"7"
"21909",702,"201604",250,97,26391352,153,25030559,-22768030,118889,"7"
"21910",702,"201605",263,85,23225414,178,27809608,-23018813,318145,"7"
"21911",702,"201606",244,80,25382021,164,28467644,-18105443,166328,"7"
"21912",702,"201607",247,78,22153920,169,22743436,-18378906,197804,"7"
"21913",702,"201608",270,96,20625203,174,22712751,-14136500,227944,"7"
"21914",703,"201401",788,264,36052651,524,35377940,-1496946,5285551,"2"
"21915",703,"201402",695,254,34436888,441,32941442,-1383024,5479291,"2"
"21916",703,"201403",782,283,32289252,499,34255239,-1500910,5700851,"2"
"21917",703,"201404",748,274,34368733,474,32526378,-1650059,3918649,"2"
"21918",703,"201405",810,284,31583438,526,31638983,-1826628,5810570,"2"
"21919",703,"201406",775,287,45315697,488,45349791,-1548293,4001856,"2"
"21920",703,"201407",806,291,30268875,515,31046498,-1482759,4135599,"2"
"21921",703,"201408",690,204,29867675,486,31888995,-1587506,4871886,"2"
"21922",703,"201409",749,256,30923509,493,29048896,-1474420,3655859,"2"
"21923",703,"201410",811,277,35924121,534,34806980,-1599440,3558964,"2"
"21924",703,"201411",764,276,28836299,488,29007775,-1563951,3317572,"2"
"21925",703,"201412",919,325,42849171,594,46740143,-1529902,4703938,"2"
"21926",703,"201501",809,304,35203059,505,33108687,-1579018,6270945,"2"
"21927",703,"201502",743,242,35688663,501,34427455,-1585637,5046742,"2"
"21928",703,"201503",851,287,33814146,564,34418353,-1497904,4500810,"2"
"21929",703,"201504",762,246,33791411,516,32555125,-1518321,5358762,"2"
"21930",703,"201505",733,238,31229750,495,36338458,-1570160,5804954,"2"
"21931",703,"201506",842,287,45675027,555,42479026,-1503286,4954326,"2"
"21932",703,"201507",815,247,42237769,568,40554796,-1596604,4545418,"2"
"21933",703,"201508",853,269,34824148,584,34976910,-1589771,4833787,"2"
"21934",703,"201509",752,242,31580357,510,33925432,-1589431,4009957,"2"
"21935",703,"201510",837,265,34981762,572,33627143,-1577609,3790365,"2"
"21936",703,"201511",843,261,35267423,582,35137557,-1586463,3954981,"2"
"21937",703,"201512",919,293,84928401,626,85881867,-1355140,26456016,"2"
"21938",703,"201601",730,228,35650041,502,34010204,-1586556,6351701,"2"
"21939",703,"201602",800,268,33868130,532,33295758,-1586346,3878776,"2"
"21940",703,"201603",880,292,34470337,588,34003393,-1585522,4169134,"2"
"21941",703,"201604",828,275,32778098,553,33022191,-1608395,4018250,"2"
"21942",703,"201605",871,276,38249368,595,38931620,-1589025,6369345,"2"
"21943",703,"201606",867,268,40877981,599,42288169,-1589665,4056526,"2"
"21944",703,"201607",811,239,39731510,572,38421699,-1587857,6011275,"2"
"21945",703,"201608",840,235,31807037,605,30753766,-1569309,4142254,"2"
"21946",704,"201401",59,27,4989803,32,4196428,-10740187,1564,"7"
"21947",704,"201402",57,24,4112584,33,3814335,-10292792,1558,"7"
"21948",704,"201403",55,21,3563264,34,3997624,-10502444,1486,"7"
"21949",704,"201404",50,20,5829299,30,5494875,-11324687,-858,"7"
